idx,tx,ty,tz,qx,qy,qz,qw
107,-0.457380622625351,-0.276296377182007,10.7886695861816,0.0685445418835557,0.959719012743042,0.0156407841822957,-0.272022845047356
108,-0.538251221179962,-0.221391692757607,10.7212696075439,0.0675637637441418,0.97343449993897,0.0114039955928479,-0.218472792452087
109,-0.562778532505035,-0.235153242945671,10.6995792388916,0.0696145068126664,0.984739410067595,0.0139937115060705,-0.158890813891927
110,-0.572855710983276,-0.243141606450081,10.6683197021484,0.0706187922304202,0.993904849750748,0.0119538968397179,-0.0838047741850429
111,-0.568462550640106,-0.240013018250465,10.6885690689087,0.0667397397557804,0.99183072393428,0.0115808837898301,-0.108090264723422
112,-0.601617336273193,-0.219945952296257,10.6064395904541,0.0663646093129747,0.995619603836071,0.00901997716353542,-0.0652378961954625
113,-0.614516615867615,-0.224115759134293,10.5584239959717,0.0718553549135132,0.997124390112708,0.00798351559591687,-0.0227161196365832
114,-0.499351352453232,-0.453332275152206,10.7213277816772,0.0762896118770794,0.996918559690944,0.0178421136149011,-0.00386515784051379
115,-0.575794279575348,-0.482861787080765,10.6305274963379,0.0754234184238658,0.996749642175789,0.0191408696688734,0.0208587124246316
116,-0.571257829666138,-0.611940920352936,10.8062858581543,0.0835974481542702,0.994984895001072,0.0238764390893751,0.0494615106745812
117,-0.654705941677094,-0.753166496753693,11.3081407546997,0.0836220606713394,0.990859205495919,0.028249371986601,0.102016463550925
118,-0.696542203426361,-0.740517973899841,10.9555912017822,0.0750162931094481,0.985768175950835,0.0267393858374631,0.148049533250583
119,-0.591363549232483,-0.723353862762451,10.731819152832,0.073250713819919,0.976387324373968,0.022825077590932,0.201943411775884
120,-0.524636745452881,-0.671978354454041,10.4801568984985,0.0788700333026904,0.978780097879046,0.0203838257159163,0.188025363958965
121,-0.586136281490326,-0.714683532714844,10.6009216308594,0.075486958830624,0.986297417651394,0.0258637963479554,0.144395938374898
